DOMAINS,REQUEST,BLOCK,IMPRESSION,VIEWABLE,MEASURED,CLICKS,INCIDENTS,COMPLETES
online-tech-tips.com,197,1,,,,,,
chieftain.com,5,2,,,,,,
groups.yahoo.com,1,0,,,,,,
inteldinarchronicles.blogspot.com,1,0,,,,,,
theaviationist.com,23,0,,,,,,
petguide.com,3,0,,,,,,
worditout.com,94,0,,,,,,
news.donga.com,1,0,,,,,,
v3.mlsstratus.com,1,0,,,,,,
healthstream.com,7,6,,,,,,
wf.webrootanywhere.com,3,3,,,,,,
pt.wikihow.com,14,2,,,,,,
buy-static.norton.com,3,3,,,,,,
quotes.ino.com,127,0,,,,,,
m.plonga.com,3,0,,,,,,
trending.womensforum.com,317,47,,,,,,
fr.wikihow.com,58,0,,,,,,
whosampled.com,1,1,,,,,,
educationworld.com,4215,95,,,,,,
tampabay.rr.com,3,0,,,,,,
womansday.com,16,0,,,,,,
corner.bigblueinteractive.com,77,71,,,,,,
games.latimes.com,256,7,,,,,,
beta.meetme.com,9,0,,,,,,
draftwizard.fantasypros.com,257,0,,,,,,
home.suddenlink.net,6,2,,,,,,
stats.cleveland.com,2,0,,,,,,
virginiatech.sportswar.com,1,1,,,,,,
kvia.com,20,0,,,,,,
cinemassacre.com,1,0,,,,,,
sports.creaders.net,26,22,,,,,,
rootsweb.ancestry.com,14,0,,,,,,
streamdb7web.securenetsystems.net,2404,22,,,,,,
prosportsdaily.sportsdirectinc.com,2,0,,,,,,
microcenter.com,4,3,,,,,,
plan.shoprite.com,7,7,,,,,,
citizen-times.com,3,0,,,,,,
fallsolitaire.com,3,3,,,,,,
wkyc.com,29,0,,,,,,
myhockeyrankings.com,1962,1,,,,,,
forums.thebump.com,13,6,,,,,,
uv.willyweather.com,49,0,,,,,,
sunrisesunset.willyweather.com,3,0,,,,,,
internasional.kompas.com,2,2,,,,,,
thewindowsclub.com,1,1,,,,,,
network-tools.com,184,0,,,,,,
theweathernetwork.com,8,4,,,,,,
disney.go.com,5,4,,,,,,
regional.kompas.com,9,9,,,,,,
disneyjunior.disney.com,2,2,,,,,,
enterpriseportal.disney.com,1,1,,,,,,
video.disney.com,2,2,,,,,,
disneychannel.disney.com,1,0,,,,,,
student.readingeggs.com,2,2,,,,,,
www54.myfantasyleague.com,15,13,,,,,,
www53.myfantasyleague.com,5,5,,,,,,
authorweb.healthstream.com,49,37,,,,,,
b.adnxs.com,1,0,,,,,,
games.flyordie.com,41,0,,,,,,
citizentribune.com,2,0,,,,,,
app.box.com,257,236,,,,,,
americanmilitarynews.com,4,3,,,,,,
tellychakkar.com,22,0,,,,,,
emol.com,1,1,,,,,,
subnet-calculator.com,68,0,,,,,,
kcsm.org,113,0,,,,,,
makeagif.com,1739,17,,,,,,
easy96.com,1,0,,,,,,
bhpioneer.com,1,0,,,,,,
pathfindertalk.com,2,0,,,,,,
schoolspring.com,59,1,,,,,,
newwatch.slingbox.com,8945,9,,,,,,
tbs.com,17,2,,,,,,
theticketfm.com,1,0,,,,,,
apps.availity.com,93,84,,,,,,
hellokids.com,1,1,,,,,,
mrexcel.com,192,1,,,,,,
webecoist.momtastic.com,1,0,,,,,,
more.starfall.com,1,0,,,,,,
kotaku.com.au,2,1,,,,,,
search.ask.com,40,27,,,,,,
business.financialpost.com,2,0,,,,,,
diepkhuc.com,2231,0,,,,,,
adimg.donga.com,2,2,,,,,,
rmcsport.bfmtv.com,3,2,,,,,,
vanguardia.com,1,0,,,,,,
clients.mindbodyonline.com,177,152,,,,,,
hedgehogcentral.com,4,0,,,,,,
fantasticfunandlearning.com,19,1,,,,,,
universityherald.com,13,0,,,,,,
community.sparknotes.com,111,1,,,,,,
morningstar.com,1,1,,,,,,
go.teamsnap.com,1,0,,,,,,
forex.timezoneconverter.com,91,0,,,,,,
ca.creaders.net,100,83,,,,,,
asp.tumblebooks.com,3,1,,,,,,
shop.lululemon.com,98,85,,,,,,
yupptv.com,4,0,,,,,,
wfla.com,2,0,,,,,,
m.cwtv.com,1,0,,,,,,
opal.synacor.com,1,0,,,,,,
renew.norton.com,3,3,,,,,,
buy.norton.com,1,1,,,,,,
support.norton.com,2,2,,,,,,
search.norton.com,27,17,,,,,,
identitysafe.norton.com,19,13,,,,,,
mlslistings.com,2,2,,,,,,
reviewgamezone.com,24,0,,,,,,
fr.euronews.com,1,0,,,,,,
keyhero.com,1534,937,,,,,,
ilovepdf.com,644,0,,,,,,
metronomeonline.com,56,0,,,,,,
nl.glosbe.com,15,0,,,,,,
vi.glosbe.com,12,0,,,,,,
en.glosbe.com,14,0,,,,,,
payless.com,46,38,,,,,,
news.mingpao.com,1,1,,,,,,
videos.postandcourier.com,7,0,,,,,,
app.studyisland.com,1,1,,,,,,
notizie.yahoo.com,13,0,,,,,,
nachrichten.yahoo.com,4,0,,,,,,
designbump.com,184,25,,,,,,
pregnancy.lovetoknow.com,1,0,,,,,,
safety.lovetoknow.com,1,0,,,,,,
teens.lovetoknow.com,1,1,,,,,,
autism.lovetoknow.com,1,0,,,,,,
fun.games.com,21,0,,,,,,
rentalcars.com,1,0,,,,,,
gizmodo.com.au,117,0,,,,,,
sport.bt.com,7,2,,,,,,
games4king.com,2,0,,,,,,
account.suddenlink.net,159,140,,,,,,
index.about.com,131,84,,,,,,
classmart.post-gazette.com,25,0,,,,,,
tinyurl.com,9,0,,,,,,
tuasaude.com,1,0,,,,,,
ozap.com,1,0,,,,,,
accountingexplained.com,88,0,,,,,,
bp.blogspot.com,1,1,,,,,,
mybeerbuzz.blogspot.com,8,3,,,,,,
heartharena.com,2,0,,,,,,
rainfall.willyweather.com.au,4,0,,,,,,
certapet.com,8,0,,,,,,
jazzradio.com,15,0,,,,,,
tractordata.com,5,0,,,,,,
apps.skype.com,159,145,,,,,,
coolgames.com,1,0,,,,,,
adserver.radioserversfive.com,4,0,,,,,,
games2rule.com,65,0,,,,,,
ng.soccerway.com,3,2,,,,,,
uk.soccerway.com,1,0,,,,,,
de.soccerway.com,2,0,,,,,,
es.soccerway.com,9,0,,,,,,
jetsoclub.com,1,1,,,,,,
glwiz.com,55,2,,,,,,
bigfarm.goodgamestudios.com,15,11,,,,,,
moonphases.willyweather.com,3,0,,,,,,
wind.willyweather.com,1,0,,,,,,
fox.com.tr,2,1,,,,,,
homes.trovit.com,8,6,,,,,,
payments.ebay.com,35,25,,,,,,
hardwaresecrets.com,3,2,,,,,,
greenbot.com,55,2,,,,,,
ph.theasianparent.com,1,0,,,,,,
sg.theasianparent.com,1,0,,,,,,
le10sport.com,41,0,,,,,,
online-translator.com,8,0,,,,,,
hkg3.aastocks.com,2,2,,,,,,
ohmy.disney.com,1,0,,,,,,
eastcarolina.sportswar.com,54,0,,,,,,
cdnres.willyweather.com.au,12,0,,,,,,
www73.myfantasyleague.com,7,7,,,,,,
www77.myfantasyleague.com,4,3,,,,,,
content.overwolf.com,64818,58,,,,,,
my.norton.com,9,7,,,,,,
b.hostedemail.com,18,0,,,,,,
lol.disney.com,19,16,,,,,,
cmx.weightwatchers.com,1,1,,,,,,
www79.myfantasyleague.com,2,1,,,,,,
activities.mathletics.com,2,2,,,,,,
hastingslink.com,2,0,,,,,,
companies.bizjournals.com,5,1,,,,,,
path.shareyourfreebies.com,2,0,,,,,,
motd.motdgd.com,240,0,,,,,,
interactive.wkyc.com,6,0,,,,,,
search.searchmabb.com,871,775,,,,,,
search.excite.com,13,9,,,,,,
coolimba.com,17380,173,,,,,,
games.wtop.com,43,0,,,,,,
history.creaders.net,75,64,,,,,,
videos.stylecaster.com,2,2,,,,,,
health.creaders.net,98,88,,,,,,
memories.dustyoldthing.com,1,1,,,,,,
vplayer.techtimes.com,3,1,,,,,,
1019thelake.com,4,0,,,,,,
geniuskitchen.com,4,0,,,,,,
falsified-website.com,17193,11839,,,,,,
all.didiaotv.com,1,1,,,,,,
externals.streema.com,9,0,,,,,,
fbastream59.blogspot.com,11,0,,,,,,
N/A,15,13,,,,,,
abcnews.go.com,11,5,,,,,,
imasdk.googleapis.com,7,0,,,,,,
ib.adnxs.com,88,0,,,,,,
webmaila.juno.com,2,0,,,,,,
editorial.rottentomatoes.com,49,0,,,,,,
rottentomatoes.com,16,2,,,,,,
mail.comcast.net,27,13,,,,,,
diethood.com,14,4,,,,,,
mashable.com,18,4,,,,,,
chess.com,340,6,,,,,,
runescape.wikia.com,9,0,,,,,,
apps.facebook.com,3,0,,,,,,
twistity.com,580,5,,,,,,
economictimes.indiatimes.com,574,77,,,,,,
indiatimes.com,1,0,,,,,,
mail.lycos.com,11,1,,,,,,
webmail.lycos.com,54,1,,,,,,
games.pch.com,7,0,,,,,,
pch.com,9,0,,,,,,
chocolatecoveredkatie.com,54,0,,,,,,
yahoo.com,1,0,,,,,,
merriam-webster.com,364,18,,,,,,
gta5cheats.com,8,0,,,,,,
search.iminent.com,4,1,,,,,,
dogtime.com,2270,75,,,,,,
yourchords.com,1,0,,,,,,
gamebattles.majorleaguegaming.com,1,1,,,,,,
streamdb5web.securenetsystems.net,1381,43,,,,,,
centurylink.net,15,0,,,,,,
k12reader.com,5955,190,,,,,,
tpc.googlesyndication.com,286,0,,,,,,
radio.securenetsystems.net,34459,117,,,,,,
philadelphia.cbslocal.com,1,0,,,,,,
arrowheadpride.com,4,1,,,,,,
cwtv.com,46,9,,,,,,
virginia.sportswar.com,1,1,,,,,,
stardoll.com,6,5,,,,,,
boston.cbslocal.com,2,0,,,,,,
losangeles.cbslocal.com,2,1,,,,,,
detroit.cbslocal.com,1,1,,,,,,
newyork.cbslocal.com,1,0,,,,,,
dfw.cbslocal.com,15,10,,,,,,
hubcityradio.com,1,0,,,,,,
flyordie.com,1,0,,,,,,
my.juno.com,6,0,,,,,,
techtimes.com,1298,21,,,,,,
vt.lightspeedvt.com,22,15,,,,,,
sportschatplace.com,98,2,,,,,,
sudoku.com.au,1,0,,,,,,
tvlistings.zap2it.com,1,1,,,,,,
player.radioloyalty.com,9,7,,,,,,
theguardian.com,3,3,,,,,,
self.com,1,0,,,,,,
crosswordtracker.com,214,1,,,,,,
forsalebyowner.com,39,0,,,,,,
pleated-jeans.com,2,0,,,,,,
cn.dealmoon.com,1,1,,,,,,
petplace.com,20,0,,,,,,
the-crossword-solver.com,1,0,,,,,,
mlbpark.donga.com,2,2,,,,,,
tutorvista.com,1,0,,,,,,
popsugar.com,2,2,,,,,,
moviefone.com,4,0,,,,,,
new.schoolnotes.com,13,0,,,,,,
c.peoplepc.com,12,4,,,,,,
nbc12.com,15,7,,,,,,
news.creaders.net,243,198,,,,,,
biggeekdad.com,1,1,,,,,,
en.softonic.com,20,11,,,,,,
chessmaniac.com,29,2,,,,,,
yardbarker.com,63,1,,,,,,
pcmag.com,6,4,,,,,,
weatherbug.com,2,0,,,,,,
fantasypros.com,2,1,,,,,,
driversprep.com,6,6,,,,,,
xe.com,2,0,,,,,,
thepioneerwoman.com,92,0,,,,,,
web.stmath.com,3,2,,,,,,
typingtest.com,481,1,,,,,,
mlbtraderumors.com,4,3,,,,,,
syfy.com,2,1,,,,,,
flyfrontier.com,5,4,,,,,,
prizegrab.com,1,1,,,,,,
usatoday.com,1,1,,,,,,
minecraft-mp.com,5,5,,,,,,
lms.thinkthroughmath.com,385,299,,,,,,
operationsports.com,2,1,,,,,,
wordreference.com,1116,1026,,,,,,
webmail.excite.com,8,7,,,,,,
excite.com,1,0,,,,,,
rvt.com,1,1,,,,,,
detoxinista.com,1,0,,,,,,
dukebasketballreport.com,1,1,,,,,,
kjrh.com,3,0,,,,,,
cwseed.com,8,1,,,,,,
mtgtop8.com,2,0,,,,,,
play.typeracer.com,5,0,,,,,,
abc.go.com,1,1,,,,,,
adweek.com,3,0,,,,,,
funimation.com,15,0,,,,,,
pagesix.com,23,17,,,,,,
wordunscrambler.com,3,3,,,,,,
mtv.com,1,1,,,,,,
kptv.com,1,0,,,,,,
youplay.com,13,0,,,,,,
pga.com,88,0,,,,,,
webmailbb.juno.com,1,0,,,,,,
shooter-bubble.com,6,4,,,,,,
ng.cengage.com,6,3,,,,,,
jetpunk.com,51,1,,,,,,
grubstreet.com,1,0,,,,,,
tennislink.usta.com,1,0,,,,,,
hudl.com,32,19,,,,,,
todaysparent.com,2,1,,,,,,
en.uptodown.com,20,1,,,,,,
appass.com,8,0,,,,,,
coupons.shoprite.com,3,2,,,,,,
more2.starfall.com,4,3,,,,,,
alldevotion.com,1,0,,,,,,
highya.com,2,1,,,,,,
liketotally80s.com,15,0,,,,,,
physics.tutorvista.com,16,0,,,,,,
fansided.com,1,0,,,,,,
en.akinator.com,5,5,,,,,,
dinarrecaps.com,189,2,,,,,,
gamesradar.com,2,0,,,,,,
sudoku-solutions.com,33,0,,,,,,
gosur.com,1,1,,,,,,
glosbe.com,96,0,,,,,,
gerencie.com,4,0,,,,,,
gnli.christianpost.com,30,23,,,,,,
paycheckcity.com,2,0,,,,,,
howmanysyllables.com,6,0,,,,,,
search.alot.com,1,1,,,,,,
gotoquiz.com,1,1,,,,,,
iqiyi.com,1,1,,,,,,
freedomnewspaper.com,70,3,,,,,,
ozarksfirst.com,7,2,,,,,,
home.brandthunder.com,1,1,,,,,,
wonderslist.com,1,0,,,,,,
oprah.com,3,0,,,,,,
southernhospitalityblog.com,4,0,,,,,,
math-aids.com,448,17,,,,,,
eq2.wikia.com,4,0,,,,,,
forums.sherdog.com,2,2,,,,,,
timesofindia.indiatimes.com,3940,2496,,,,,,
ccm.net,16,0,,,,,,
listenonrepeat.com,10,0,,,,,,
itsyourturn.com,1,1,,,,,,
elperiodicodearagon.com,1,0,,,,,,
muppet.wikia.com,1,1,,,,,,
booking.flyfrontier.com,224,191,,,,,,
forum.wordreference.com,13,11,,,,,,
sudokukingdom.com,1,1,,,,,,
en.yibada.com,1,1,,,,,,
kiro7.com,37,0,,,,,,
outlook.live.com,1008,11,,,,,,
hindi.webdunia.com,1,0,,,,,,
weather.weatherbug.com,127,5,,,,,,
sports.yahoo.com,36,0,,,,,,
news.yahoo.com,82,2,,,,,,
desmoinesregister.com,114,18,,,,,,
businessnewsdaily.com,1,0,,,,,,
togetter.com,2,2,,,,,,
radio.ghanaweb.com,1,0,,,,,,
ubergizmo.com,3,0,,,,,,
obits.lehighvalleylive.com,1,1,,,,,,
gadgets.ndtv.com,110,0,,,,,,
ccenterdispatch.com,1,0,,,,,,
navbharattimes.indiatimes.com,117,39,,,,,,
maharashtratimes.indiatimes.com,39,2,,,,,,
start.iminent.com,4,4,,,,,,
memedeportes.com,1,0,,,,,,
theaustralian.com.au,1,0,,,,,,
travel.usnews.com,2,1,,,,,,
fjrowners.com,1,0,,,,,,
tides.willyweather.com,37,0,,,,,,
willyweather.com,4,0,,,,,,
timeout.com,15,1,,,,,,
riddles.com,3,0,,,,,,
caselaw.findlaw.com,1,1,,,,,,
mlb.com,1,1,,,,,,
m.mlb.com,1,1,,,,,,
blogs.nytimes.com,1,1,,,,,,
t3.com,1,0,,,,,,
apollo.slingbox.com,108,0,,,,,,
argus-press.com,1,0,,,,,,
online-tech-tips.com,382,0,,,,,,
chieftain.com,1,0,,,,,,
groups.yahoo.com,2,1,,,,,,
inteldinarchronicles.blogspot.com,1,0,,,,,,
theaviationist.com,7,0,,,,,,
petguide.com,1,0,,,,,,
worditout.com,69,0,,,,,,
news.donga.com,1,1,,,,,,
healthstream.com,4,4,,,,,,
wf.webrootanywhere.com,1,1,,,,,,
pt.wikihow.com,5,0,,,,,,
buy-static.norton.com,2,1,,,,,,
quotes.ino.com,52,0,,,,,,
trending.womensforum.com,112,16,,,,,,
fr.wikihow.com,16,0,,,,,,
educationworld.com,4100,41,,,,,,
tampabay.rr.com,1,1,,,,,,
visordown.com,1,1,,,,,,
corner.bigblueinteractive.com,41,34,,,,,,
games.latimes.com,153,2,,,,,,
beta.meetme.com,2,0,,,,,,
draftwizard.fantasypros.com,334,0,,,,,,
home.suddenlink.net,18,16,,,,,,
stats.cleveland.com,3,0,,,,,,
kvia.com,1,0,,,,,,
s.yimg.com,1,0,,,,,,
sports.creaders.net,55,50,,,,,,
rootsweb.ancestry.com,9,0,,,,,,
streamdb7web.securenetsystems.net,2224,9,,,,,,
titantalk.com,1,0,,,,,,
prosportsdaily.sportsdirectinc.com,6,0,,,,,,
microcenter.com,5,3,,,,,,
plan.shoprite.com,1,1,,,,,,
wkyc.com,22,0,,,,,,
myhockeyrankings.com,1119,0,,,,,,
forums.thebump.com,1,1,,,,,,
uv.willyweather.com,13,0,,,,,,
sunrisesunset.willyweather.com,2,0,,,,,,
internasional.kompas.com,1,1,,,,,,
network-tools.com,1,0,,,,,,
hibasport.com,1,1,,,,,,
ultrasurfing.com,1,0,,,,,,
theweathernetwork.com,4,4,,,,,,
disney.go.com,4,3,,,,,,
disneyjunior.disney.com,1,1,,,,,,
enterpriseportal.disney.com,1,1,,,,,,
student.readingeggs.com,1,1,,,,,,
www54.myfantasyleague.com,10,8,,,,,,
www53.myfantasyleague.com,4,3,,,,,,
authorweb.healthstream.com,41,29,,,,,,
b.adnxs.com,1,0,,,,,,
games.flyordie.com,5,0,,,,,,
hibbingmn.com,1,0,,,,,,
kantipur.ekantipur.com,1,1,,,,,,
app.box.com,171,145,,,,,,
americanmilitarynews.com,3,3,,,,,,
community.allhiphop.com,1,0,,,,,,
heraldpalladium.com,1,0,,,,,,
kcsm.org,48,0,,,,,,
makeagif.com,2579,20,,,,,,
easy96.com,1,0,,,,,,
fustany.com,1,0,,,,,,
pathfindertalk.com,1,0,,,,,,
schoolspring.com,25,1,,,,,,
newwatch.slingbox.com,5311,17,,,,,,
tbs.com,9,1,,,,,,
apps.availity.com,61,52,,,,,,
hellokids.com,1,1,,,,,,
mrexcel.com,94,1,,,,,,
more.starfall.com,1,1,,,,,,
search.ask.com,21,20,,,,,,
business.financialpost.com,3,0,,,,,,
diepkhuc.com,101,0,,,,,,
adimg.donga.com,1,1,,,,,,
rmcsport.bfmtv.com,2,2,,,,,,
vanguardia.com,2,0,,,,,,
clients.mindbodyonline.com,173,145,,,,,,
community.sparknotes.com,20,1,,,,,,
morningstar.com,1,1,,,,,,
go.teamsnap.com,9,8,,,,,,
forex.timezoneconverter.com,36,0,,,,,,
ca.creaders.net,88,74,,,,,,
asp.tumblebooks.com,2,2,,,,,,
shop.lululemon.com,72,60,,,,,,
support.norton.com,1,1,,,,,,
search.norton.com,19,13,,,,,,
identitysafe.norton.com,15,10,,,,,,
search.mlslistings.com,2,1,,,,,,
reviewgamezone.com,17,0,,,,,,
fr.euronews.com,1,0,,,,,,
keyhero.com,776,543,,,,,,
ilovepdf.com,98,0,,,,,,
metronomeonline.com,32,0,,,,,,
nl.glosbe.com,19,0,,,,,,
vi.glosbe.com,4,0,,,,,,
payless.com,53,43,,,,,,
news.mingpao.com,1,1,,,,,,
videos.postandcourier.com,26,0,,,,,,
bradfordera.com,2,0,,,,,,
app159.studyisland.com,1,0,,,,,,
app.studyisland.com,1,1,,,,,,
notizie.yahoo.com,4,0,,,,,,
nachrichten.yahoo.com,2,0,,,,,,
designbump.com,134,15,,,,,,
antiques.lovetoknow.com,1,0,,,,,,
fun.games.com,11,0,,,,,,
rentalcars.com,1,1,,,,,,
sport.bt.com,2,0,,,,,,
games4king.com,1,0,,,,,,
account.suddenlink.net,144,120,,,,,,
index.about.com,97,80,,,,,,
classmart.post-gazette.com,33,0,,,,,,
tinyurl.com,11,0,,,,,,
gregtangmath.com,2,1,,,,,,
ozap.com,1,0,,,,,,
accountingexplained.com,9,0,,,,,,
certapet.com,26,0,,,,,,
jazzradio.com,15,1,,,,,,
tractordata.com,7,0,,,,,,
apps.skype.com,57,55,,,,,,
adserver.radioserversfive.com,4,0,,,,,,
games2rule.com,29,0,,,,,,
glwiz.com,9,0,,,,,,
bigfarm.goodgamestudios.com,8,6,,,,,,
moonphases.willyweather.com,2,0,,,,,,
homes.trovit.com,3,0,,,,,,
2001.com.ve,2,1,,,,,,
payments.ebay.com,14,8,,,,,,
greenbot.com,15,1,,,,,,
le10sport.com,14,0,,,,,,
online-translator.com,7,0,,,,,,
ohmy.disney.com,1,1,,,,,,
www73.myfantasyleague.com,8,7,,,,,,
www77.myfantasyleague.com,6,6,,,,,,
content.overwolf.com,29246,38,,,,,,
my.norton.com,2,1,,,,,,
b.hostedemail.com,7,0,,,,,,
lol.disney.com,7,4,,,,,,
cmx.weightwatchers.com,3,3,,,,,,
www79.myfantasyleague.com,2,2,,,,,,
retail-dollargeneral.icims.com,36,32,,,,,,
companies.bizjournals.com,2,1,,,,,,
path.shareyourfreebies.com,2,2,,,,,,
motd.motdgd.com,45,0,,,,,,
interactive.wkyc.com,9,0,,,,,,
rumbaexplosion.com,2,0,,,,,,
search.searchmabb.com,830,680,,,,,,
search.excite.com,5,5,,,,,,
coolimba.com,19437,292,,,,,,
static.desmoinesregister.com,1,0,,,,,,
games.wtop.com,35,0,,,,,,
securitycareers-aus.icims.com,1,0,,,,,,
history.creaders.net,228,197,,,,,,
vplayer.techtimes.com,13,0,,,,,,
geniuskitchen.com,1,0,,,,,,
falsified-website.com,910,438,,,,,,
externals.streema.com,5,0,,,,,,
fbastream59.blogspot.com,8,0,,,,,,
greenoniongames.com,1,1,,,,,,
searcebayh.searchmabb.com,1,1,,,,,,
N/A,0,0,,,,,,
imasdk.googleapis.com,0,0,,,,,,
dailymotion.com,0,0,,,,,,
ibtimes.co.uk,0,0,,,,,,
comicbook.com,0,0,,,,,,
offbeat.topix.com,0,0,,,,,,
stars.topix.com,0,0,,,,,,
latimes.com,0,0,,,,,,
aplus.com,0,0,,,,,,
wittyfeed.com,0,0,,,,,,
futhead.com,0,0,,,,,,
odometer.com,0,0,,,,,,
cookieandkate.com,0,0,,,,,,
radaronline.com,0,0,,,,,,
allrecipes.com,0,0,,,,,,
twentytwowords.com,0,0,,,,,,
theprairiehomestead.com,0,0,,,,,,
yourdailydish.com,0,0,,,,,,
aol.com,0,0,,,,,,
movieweb.com,0,0,,,,,,
tomshardware.com,0,0,,,,,,
play.eslgaming.com,0,0,,,,,,
lifebuzz.com,0,0,,,,,,
sallysbakingaddiction.com,0,0,,,,,,
magiquiz.com,0,0,,,,,,
gaiaonline.com,0,0,,,,,,
shareably.net,0,0,,,,,,
worldlifestyle.com,0,0,,,,,,
mocospace.com,0,0,,,,,,
miamiherald.com,0,0,,,,,,
covers.com,0,0,,,,,,
tpc.googlesyndication.com,0,0,,,,,,
theage.com.au,0,0,,,,,,
mylifetime.com,0,0,,,,,,
onlyinyourstate.com,0,0,,,,,,
nationalreview.com,0,0,,,,,,
kansascity.com,0,0,,,,,,
disneyfanatic.com,0,0,,,,,,
lifedaily.com,0,0,,,,,,
halfbakedharvest.com,0,0,,,,,,
thegrio.com,0,0,,,,,,
express.pk,0,0,,,,,,
goliath.com,0,0,,,,,,
clipd.com,0,0,,,,,,
minimalistbaker.com,0,0,,,,,,
trend-chaser.com,0,0,,,,,,
littlethings.com,0,0,,,,,,
manchestereveningnews.co.uk,0,0,,,,,,
beta.ajitjalandhar.com,0,0,,,,,,
damndelicious.net,0,0,,,,,,
kraftrecipes.com,0,0,,,,,,
sltrib.com,0,0,,,,,,
macworld.com,0,0,,,,,,
drugs.com,0,0,,,,,,
sherdog.com,0,0,,,,,,
westword.com,0,0,,,,,,
cleveland.com,0,0,,,,,,
usatoday.com,0,0,,,,,,
time.com,0,0,,,,,,
refinery29.com,0,0,,,,,,
mma-core.com,0,0,,,,,,
pcworld.com,0,0,,,,,,
goodtoknow.co.uk,0,0,,,,,,
wrcbtv.com,0,0,,,,,,
soaps.sheknows.com,0,0,,,,,,
glocktalk.com,0,0,,,,,,
strawpoll.me,0,0,,,,,,
telugu.oneindia.com,0,0,,,,,,
terra.com.br,0,0,,,,,,
nj.com,0,0,,,,,,
androidauthority.com,0,0,,,,,,
newsobserver.com,0,0,,,,,,
lovegrowswild.com,0,0,,,,,,
fantasynamegenerators.com,0,0,,,,,,
writersdigest.com,0,0,,,,,,
rotoworld.com,0,0,,,,,,
abc11.com,0,0,,,,,,
kptv.com,0,0,,,,,,
m.iwin.com,0,0,,,,,,
americanpregnancy.org,0,0,,,,,,
softschools.com,0,0,,,,,,
whats-on-netflix.com,0,0,,,,,,
dailyjournalonline.com,0,0,,,,,,
dmv-written-test.com,0,0,,,,,,
funcheaporfree.com,0,0,,,,,,
unilad.co.uk,0,0,,,,,,
m.chron.com,0,0,,,,,,
m.goliath.com,0,0,,,,,,
tasteofcountry.com,0,0,,,,,,
upi.com,0,0,,,,,,
distractify.com,0,0,,,,,,
ultimateclassicrock.com,0,0,,,,,,
fox13news.com,0,0,,,,,,
thedroidguy.com,0,0,,,,,,
leoaffairs.com,0,0,,,,,,
13wmaz.com,0,0,,,,,,
financialexpress.com,0,0,,,,,,
theweek.com,0,0,,,,,,
dek-d.com,0,0,,,,,,
mentertained.com,0,0,,,,,,
pauladeen.com,0,0,,,,,,
m.tagged.com,0,0,,,,,,
grunge.com,0,0,,,,,,
sacbee.com,0,0,,,,,,
collegehumor.com,0,0,,,,,,
ibtimes.co.in,0,0,,,,,,
warframe.wikia.com,0,0,,,,,,
charlotteobserver.com,0,0,,,,,,
happydealhappyday.com,0,0,,,,,,
cibercuba.com,0,0,,,,,,
zemtv.com,0,0,,,,,,
thestate.com,0,0,,,,,,
centredaily.com,0,0,,,,,,
break.com,0,0,,,,,,
thedrive.com,0,0,,,,,,
m.hindustantimes.com,0,0,,,,,,
m.sherdog.com,0,0,,,,,,
m.newsok.com,0,0,,,,,,
clutchpoints.com,0,0,,,,,,
wp.pl,0,0,,,,,,
nationalenquirer.com,0,0,,,,,,
simplyrecipes.com,0,0,,,,,,
horoscope.com,0,0,,,,,,
wrestleview.com,0,0,,,,,,
superherohype.com,0,0,,,,,,
nbadraft.net,0,0,,,,,,
ledger-enquirer.com,0,0,,,,,,
wiadomosci.gazeta.pl,0,0,,,,,,
s.yimg.com,0,0,,,,,,
nickiswift.com,0,0,,,,,,
m.sfgate.com,0,0,,,,,,
streamable.com,0,0,,,,,,
thenextweb.com,0,0,,,,,,
cdn.playwire.com,0,0,,,,,,
m.leparisien.fr,0,0,,,,,,
techadvisor.co.uk,0,0,,,,,,
planetf1.com,0,0,,,,,,
scoopwhoop.com,0,0,,,,,,
bruisedpassports.com,0,0,,,,,,
aax-us-pdx.amazon-adsystem.com,0,0,,,,,,
aax-us-east.amazon-adsystem.com,0,0,,,,,,
games.softgames.de,0,0,,,,,,
m.gazette.com,0,0,,,,,,
icepop.com,0,0,,,,,,
news.bg,0,0,,,,,,
recipe4living.com,0,0,,,,,,
classicfm.com,0,0,,,,,,
ad.hani.co.kr,0,0,,,,,,
historynet.com,0,0,,,,,,
romper.com,0,0,,,,,,
theclemsoninsider.com,0,0,,,,,,
forums.theclemsoninsider.com,0,0,,,,,,
theroot.com,0,0,,,,,,
momjunction.com,0,0,,,,,,
designbump.com,0,0,,,,,,
giveitlove.com,0,0,,,,,,
7daydaily.com,0,0,,,,,,
sergerpepper.com,0,0,,,,,,
ampproject.net,0,0,,,,,,
m.warhistoryonline.com,0,0,,,,,,
va-g2.gumgum.com,0,0,,,,,,
news18.com,0,0,,,,,,
jootv.us,0,0,,,,,,
acento.com.do,0,0,,,,,,
doityourselfrv.com,0,0,,,,,,
thegoatspot.net,0,0,,,,,,
pluto.tv,0,0,,,,,,
jojocrews.com,0,0,,,,,,
thelist.com,0,0,,,,,,
aventurasnahistoria.uol.com.br,0,0,,,,,,
lebanondemocrat.com,0,0,,,,,,
telesurtv.net,0,0,,,,,,
radiox.co.uk,0,0,,,,,,
thediyfoodie.com,0,0,,,,,,
freshcrush.com,0,0,,,,,,
hooch.net,0,0,,,,,,
12up.com,0,0,,,,,,
standardnews.com,0,0,,,,,,
thisisinsider.com,0,0,,,,,,
